time,open,high,low,close,volume,volume_cmf,volume_fi,volume_mfi,volume_sma_em,volume_vpt,volatility_atr,volatility_ui,trend_macd_diff,trend_adx,trend_trix,trend_mass_index,trend_dpo,trend_aroon_ind,momentum_rsi,momentum_wr,vol_change_5,ret_5,vol_change_10,ret_10,vol_change_20,ret_20,std_30,vol_std_30
2018-11-30,204800.0,205000.0,204650.0,204800.0,34.940832470000004,-0.036502217097231074,-72.42024657196608,46.837229727358505,2311949715.1809254,0.0,243.92294706268893,0.21761079717977963,-0.8472241211773825,22.987916077694287,-0.0004966472378684675,24.76025579207031,2.5,-10.0,49.43727384521623,-54.054054054054056,-0.020004,0.0,-0.0118175,0.0,-0.0049745,-0.000208,288.4882159188701,61.60897070196006
2018-12-31,121300.0,121450.0,121200.0,121300.0,70.743105375,-0.025174430432233143,-126.69384265240468,47.95901564740433,1175654524.548769,0.0,221.11829671157835,0.3228104502066885,-0.20288942969160573,23.095945486760794,-0.00020069756553606362,24.705348312881817,0.0,-5.0,49.724193647230194,-52.63157894736842,-0.016026,0.0,-0.0166475,0.0,-0.023982,0.0,290.4735264872521,100.76304319920482
2019-01-31,137500.0,137550.0,137400.0,137500.0,57.343463764999996,-0.0015785612430906173,-105.51984404871769,46.105371011129975,671229356.8684943,0.0,144.97487102407638,0.18765627636520724,-0.25860734283427433,22.181998051301562,-0.0006915973170537981,24.712808651334758,2.5,-10.0,49.275601594439635,-50.0,-0.018132,0.0,-0.0292645,0.0,-0.0255255,0.0,186.4979379764261,90.07981252167335
2019-02-28,135400.0,135450.0,135350.0,135400.0,39.18578148,-0.007128407334477651,-75.78884666803022,47.45907030659976,1164627875.6026745,0.0,121.72118900194079,0.15526437051235967,-0.1829059018787973,22.319811837555207,0.0005130095609971067,24.713396132658342,0.0,10.0,50.46290483291488,-50.0,-0.006638,0.0,-0.0204945,0.0,-0.010581,0.0,154.99772903030583,69.56477420012834
2019-03-31,152150.0,152200.0,152100.0,152150.0,27.652998215,-0.033805987146042854,-93.1051298295676,46.984832360185905,933859231.3811127,0.0,107.80377472719579,0.11859424773624644,-0.1964820390995463,22.08888649710525,-1.1203696978247287e-05,24.8148698845928,0.0,5.0,50.01113267415811,-50.0,-0.0051545,0.0,-0.011947,0.0,-0.015072499999999999,0.0,128.60832789364966,52.695719093896074
2019-04-30,191100.0,191200.0,191000.0,191100.0,43.172534490000004,-0.0009780300977215155,-178.15266414407904,46.68840577001935,2197331858.6527143,0.0,168.92274857968934,0.15470247490815123,-1.0450600272659258,23.042173612354485,0.0001606401953163773,24.72726421217483,0.0,5.0,50.19760137286774,-50.0,-0.015304499999999999,0.0,-0.0223335,0.0,-0.019334,0.0,227.46072736197812,64.77447229777155
2019-05-31,285600.0,285800.0,285250.0,285550.0,73.63030359,0.006573220458847613,-202.75195235689915,48.310797181657,3846393579.922539,0.0,332.5685256165567,0.21762598986612125,-0.028628789102491226,23.749563168075863,0.0005580993512834774,24.7398949912707,-2.5,14.999999999999993,50.35638926138849,-48.148148148148145,-0.023616,0.0,-0.022058,0.0,-0.039398,0.0,479.8226440458539,92.01409064034796
2019-06-30,320700.0,320800.0,320550.0,320700.0,45.12516331,-0.05839104782575949,-326.5525534628558,46.95933611066086,11542043999.673357,0.0,345.4816455032092,0.1751549485596638,-0.8153439680399757,26.193268550104598,1.2916690369794243e-05,24.805740935994038,0.0,5.0,50.100290885862535,-50.0,-0.022665499999999998,0.0,-0.020062,0.0,-0.0233965,0.0,463.55838871469905,61.09279053852654
2019-07-31,271150.0,271450.0,271000.0,271150.0,36.357556865,-0.04102954132217024,-345.3079885266701,46.06342804733568,11813706599.44278,0.0,349.45990579248655,0.2343381668146542,-2.391869390460087,23.12800216059016,-0.00045734793989424033,24.74980337410355,2.5,-10.0,49.550214406511,-52.0,-0.026942,0.0,-0.030331499999999997,0.0,-0.022961000000000002,-0.000138,535.2474434321246,58.18410622084477
2019-08-31,237100.0,237200.0,237000.0,237100.0,19.038983254999998,0.09574002779468116,-92.1035473097216,46.40455597039812,1370551867.787318,0.0,216.53874190433822,0.16373515342625788,-0.7787634222367501,25.99264200940221,-0.0006297175233651842,24.793786314795852,5.0,-15.0,49.36598179175008,-50.0,-0.0113215,0.0,-0.020559,0.0,-0.011354,-0.000188,302.2447545499622,43.57207041465982
2019-09-30,214300.0,214400.0,214250.0,214300.0,17.64,0.014440853764144002,-28.697591467228044,47.24045974519949,3913650452.71492,0.0,197.9405439422904,0.18486765009564748,-1.402096179407323,22.12041430859509,-0.0004668987946183684,24.70849856025048,2.5,-14.999999999999993,49.558489194240295,-50.0,-0.023025,0.0,-0.015012,0.0,-0.009006,-0.000199,305.9982638682257,45.85773642338734
2019-10-31,212100.0,212200.0,212000.0,212100.0,16.858075645,-0.04414210734026787,-151.77831294994684,46.11538512462249,4277765272.506041,0.0,175.0717351481068,0.17948488874783874,0.34995799759097146,22.443872853858274,-0.0004004560480447742,24.72364010168877,0.0,-10.0,49.54990593190703,-50.0,-0.0144355,0.0,-0.023215,0.0,-0.0100725,0.0,280.9260002681108,43.28967757064166
2019-11-30,213350.0,213400.0,213300.0,213350.0,9.566036295,-0.03638752959511707,10.073525100782739,47.02417422271776,1439663555.662303,0.0,137.4203909391621,0.12281367982020112,2.7874752168092423,22.210948201938074,-0.0001856731101942698,24.734272040050364,-5.0,10.0,49.73418078728247,-50.0,-0.0207935,0.0,-0.0312175,0.0,-0.038867,0.0,185.04393421866257,35.51872578957813
