time,open,high,low,close,volume,ret_1,hl_range_pct,rv_30,vol_z_60,event_type
2018-12-20 16:28:00,128600,137600,128450,137600,14647.88497423,0.06915306915306907,0.06649709302325581,0.08225491647462188,5.637191316857259,top_volume
2018-12-20 16:29:00,137700,137800,127750,128250,7771.94184296,-0.06795058139534882,0.0783625730994152,0.1112021853494866,2.620708701544729,top_volume
2018-12-20 16:32:00,131750,133750,131750,132600,7919.45746351,0.006451612903225712,0.015082956259426848,0.11393959470239422,2.3012649779736285,top_volume
2018-12-21 00:57:00,130500,133000,130000,131550,8058.45927168,0.008045977011494232,0.02280501710376283,0.024581719073032932,6.252191498687266,top_volume
2018-12-21 00:58:00,131550,133300,131500,133000,7766.75828538,0.011022424933485375,0.013533834586466165,0.02641623686697464,4.6640297744261625,top_volume
2018-12-23 00:04:00,133800,134600,133750,134100,7627.34330796,0.0018677624206200338,0.00633855331841909,0.01828313234437764,5.110166724058158,top_volume
2018-12-23 00:05:00,133900,135800,133900,135200,7997.75438831,0.00820283370618946,0.014053254437869823,0.019322525060700833,4.346194104118332,top_volume
2018-12-24 00:09:00,149550,151250,149050,150350,8797.85504897,0.005349381477766535,0.014632524110409046,0.01908010569952294,5.849135357252571,top_volume
2018-12-24 00:15:00,156350,156950,155500,156950,8105.4086172,0.004801536491677361,0.009238611022618668,0.034703632406213804,3.0237525983709928,top_volume
2018-12-24 16:00:00,162300,164100,160400,160500,10537.8575584,-0.010480887792848281,0.023052959501557634,0.030517329185506117,5.147889165307953,top_volume
2018-12-24 16:02:00,163500,166200,163350,164400,10094.70771598,0.005504587155963359,0.017335766423357664,0.03666851788009553,3.893508214608333,top_volume
2018-12-25 00:25:00,146300,149450,146000,149050,7706.50317125,0.018796992481203034,0.02314659510231466,0.03579774453323069,4.339740420120541,top_volume
2018-12-30 00:15:00,147600,147600,146550,146650,7537.93860916,-0.006436314363143625,0.007159904534606206,0.05136630346780496,2.4596633496341185,top_volume
2019-02-24 14:04:00,170000,170250,167100,168150,7619.796527,-0.010882352941176454,0.01873327386262266,0.01891355381758097,6.415180964452388,top_volume
2017-09-28 09:05:00,341500,341500,341500,341500,0.0002,-0.004373177842565634,0.0,0.01520106241561166,7.59846585915931,top_volume_zscore
2017-10-18 14:46:00,336000,336000,336000,336000,0.001,-0.02749638205499272,0.0,0.037120825785739456,7.616639254336859,top_volume_zscore
2017-10-18 14:50:00,341000,341500,341000,341500,1.001,0.0194029850746269,0.0014641288433382138,0.04276382493110337,7.616858329808254,top_volume_zscore
2017-10-24 02:32:00,354000,354000,352000,352000,0.02,-0.016759776536312887,0.005681818181818182,0.04525470809961965,7.616865399344395,top_volume_zscore
2017-10-25 10:33:00,343500,344500,343500,344500,0.02,0.0,0.002902757619738752,0.022799529603649577,7.616865399344395,top_volume_zscore
2017-10-30 10:21:00,349500,349500,349500,349500,0.02,0.004310344827586299,0.0,0.009425338171391422,7.616865399344395,top_volume_zscore
2017-11-06 04:47:00,340000,340000,340000,340000,0.02,-0.004392386530014614,0.0,0.026197828050491263,7.616865399344387,top_volume_zscore
2017-11-06 07:48:00,342500,342500,342450,342450,1.378641,0.013165680473372854,0.0001460067163089502,0.028454988939213808,7.616066379698808,top_volume_zscore
2017-11-07 05:27:00,337950,343600,337850,343600,7.451403,-0.001888162672476379,0.016734575087310827,0.01213108951590957,7.616867247537902,top_volume_zscore
2018-08-23 14:05:00,310850,313000,310500,312700,2207.28911235,0.005951423516165288,0.00799488327470419,0.007952183229970586,7.591061575920761,top_volume_zscore
2018-11-01 21:45:00,223800,224250,223600,224200,900.57141853,0.00380568614282506,0.0028991971454058875,0.005769184979747269,7.56924325518963,top_volume_zscore
2019-02-23 16:55:00,162400,165000,162400,164950,4674.24859071,0.015701970443349644,0.015762352227947862,0.015657105550077276,7.606914694822541,top_volume_zscore
2019-08-25 19:19:00,226000,226050,224650,224950,619.36456907,-0.00464601769911499,0.006223605245610136,0.005707841073358505,7.561424247769364,top_volume_zscore
2019-09-05 19:51:00,205750,207350,205750,206300,885.23305934,0.003160709944079798,0.007755695588948134,0.0058338568715328,7.574423504779461,top_volume_zscore
2019-10-15 14:55:00,216650,216700,214500,214750,2189.51060245,-0.008769905377336684,0.010244470314318976,0.010101908763119404,7.56507231470025,top_volume_zscore
